Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1738083110,2025-01-28T16:51:50Z,KSTRL11,"34.973099,-117.959305",5400,237,257
1738083112,2025-01-28T16:51:52Z,KSTRL11,"34.972641,-117.961884",5375,238,258
1738083114,2025-01-28T16:51:54Z,KSTRL11,"34.972137,-117.964668",5350,240,257
1738083116,2025-01-28T16:51:56Z,KSTRL11,"34.971588,-117.968277",5350,241,258
1738083118,2025-01-28T16:51:58Z,KSTRL11,"34.971176,-117.970688",5350,239,258
1738083120,2025-01-28T16:52:00Z,KSTRL11,"34.970764,-117.973381",5350,235,259
1738083122,2025-01-28T16:52:02Z,KSTRL11,"34.970322,-117.976395",5325,233,259
1738083125,2025-01-28T16:52:05Z,KSTRL11,"34.96994,-117.97921",5300,230,261
1738083138,2025-01-28T16:52:18Z,KSTRL11,"34.968384,-117.995125",5150,220,266
1738083140,2025-01-28T16:52:20Z,KSTRL11,"34.968319,-117.99791",5125,224,268
1738083142,2025-01-28T16:52:22Z,KSTRL11,"34.968292,-118.00135",5075,227,271
1738083144,2025-01-28T16:52:24Z,KSTRL11,"34.968338,-118.0037",5050,231,272
1738083147,2025-01-28T16:52:27Z,KSTRL11,"34.968521,-118.007011",5000,232,274
1738083149,2025-01-28T16:52:29Z,KSTRL11,"34.968796,-118.010094",4975,232,276
1738083151,2025-01-28T16:52:31Z,KSTRL11,"34.969116,-118.012726",4925,230,278
1738083153,2025-01-28T16:52:33Z,KSTRL11,"34.969482,-118.015305",4875,230,279
1738083155,2025-01-28T16:52:35Z,KSTRL11,"34.969849,-118.017662",4850,225,281
1738083158,2025-01-28T16:52:38Z,KSTRL11,"34.970505,-118.020973",4800,223,283
1738083160,2025-01-28T16:52:40Z,KSTRL11,"34.971111,-118.023834",4725,220,285
1738083162,2025-01-28T16:52:42Z,KSTRL11,"34.971764,-118.026237",4700,216,287
1738083164,2025-01-28T16:52:44Z,KSTRL11,"34.972458,-118.028755",4650,213,289
1738083166,2025-01-28T16:52:46Z,KSTRL11,"34.97319,-118.030945",4575,211,291
1738083168,2025-01-28T16:52:48Z,KSTRL11,"34.973953,-118.033386",4525,208,293
1738083170,2025-01-28T16:52:50Z,KSTRL11,"34.974609,-118.035202",4475,208,294
1738083173,2025-01-28T16:52:53Z,KSTRL11,"34.975533,-118.037735",4425,205,295
1738083175,2025-01-28T16:52:55Z,KSTRL11,"34.976624,-118.040359",4350,202,296
1738083177,2025-01-28T16:52:57Z,KSTRL11,"34.977402,-118.04232",4300,200,296
1738083179,2025-01-28T16:52:59Z,KSTRL11,"34.978512,-118.044952",4225,200,297
1738083182,2025-01-28T16:53:02Z,KSTRL11,"34.97937,-118.046806",4175,202,298
1738083184,2025-01-28T16:53:04Z,KSTRL11,"34.980423,-118.049103",4100,204,300
1738083186,2025-01-28T16:53:06Z,KSTRL11,"34.981522,-118.051231",4025,206,301
1738083188,2025-01-28T16:53:08Z,KSTRL11,"34.982658,-118.05336",3975,207,303
1738083190,2025-01-28T16:53:10Z,KSTRL11,"34.983727,-118.055191",3925,209,305
1738083192,2025-01-28T16:53:12Z,KSTRL11,"34.985172,-118.057541",3875,211,308
1738083195,2025-01-28T16:53:15Z,KSTRL11,"34.986557,-118.059471",3825,211,310
1738083197,2025-01-28T16:53:17Z,KSTRL11,"34.987793,-118.061157",3775,210,313
1738083199,2025-01-28T16:53:19Z,KSTRL11,"34.989361,-118.063202",3750,208,314
1738083201,2025-01-28T16:53:21Z,KSTRL11,"34.991222,-118.065491",3700,206,315
1738083203,2025-01-28T16:53:23Z,KSTRL11,"34.992245,-118.06675",3675,202,315
1738083206,2025-01-28T16:53:26Z,KSTRL11,"34.993973,-118.068893",3650,199,315
1738083208,2025-01-28T16:53:28Z,KSTRL11,"34.995255,-118.070518",3625,195,313
1738083210,2025-01-28T16:53:30Z,KSTRL11,"34.996624,-118.072128",3600,194,313
1738083212,2025-01-28T16:53:32Z,KSTRL11,"34.998158,-118.074074",3550,193,313
1738083215,2025-01-28T16:53:35Z,KSTRL11,"34.999786,-118.076065",3525,190,314
1738083217,2025-01-28T16:53:37Z,KSTRL11,"35.001022,-118.077637",3500,188,315
1738083219,2025-01-28T16:53:39Z,KSTRL11,"35.002258,-118.079094",3475,185,315
1738083221,2025-01-28T16:53:41Z,KSTRL11,"35.003559,-118.080658",3450,181,315
1738083223,2025-01-28T16:53:43Z,KSTRL11,"35.005047,-118.082489",3425,179,315
1738083230,2025-01-28T16:53:50Z,KSTRL11,"35.008667,-118.086884",3350,178,315
1738083238,2025-01-28T16:53:58Z,KSTRL11,"35.01384,-118.093163",3225,175,315
1738083245,2025-01-28T16:54:05Z,KSTRL11,"35.017292,-118.097366",3150,169,315
1738083254,2025-01-28T16:54:14Z,KSTRL11,"35.022354,-118.103584",3025,173,315
1738083260,2025-01-28T16:54:20Z,KSTRL11,"35.02597,-118.108017",2950,176,315
1738083267,2025-01-28T16:54:27Z,KSTRL11,"35.029861,-118.112701",2875,175,315
1738083275,2025-01-28T16:54:35Z,KSTRL11,"35.034576,-118.1185",2775,175,315
1738083284,2025-01-28T16:54:44Z,KSTRL11,"35.039543,-118.124542",2650,175,315
1738083290,2025-01-28T16:54:50Z,KSTRL11,"35.043365,-118.129204",2600,175,315
1738083297,2025-01-28T16:54:57Z,KSTRL11,"35.047028,-118.133629",2550,165,315
1738083305,2025-01-28T16:55:05Z,KSTRL11,"35.051102,-118.138565",2575,137,315
1738083312,2025-01-28T16:55:12Z,KSTRL11,"35.053848,-118.141869",2600,123,315
1738083318,2025-01-28T16:55:18Z,KSTRL11,"35.056351,-118.144913",2600,106,315
1738083326,2025-01-28T16:55:26Z,KSTRL11,"35.058804,-118.147911",0,80,315
1738083342,2025-01-28T16:55:42Z,KSTRL11,"35.060715,-118.150208",0,0,315
1738083348,2025-01-28T16:55:48Z,KSTRL11,"35.063076,-118.153053",0,48,315
1738083356,2025-01-28T16:55:56Z,KSTRL11,"35.064377,-118.154625",0,43,315
1738083368,2025-01-28T16:56:08Z,KSTRL11,"35.066048,-118.156654",0,38,315
1738083382,2025-01-28T16:56:22Z,KSTRL11,"35.067696,-118.15863",0,33,315
1738083391,2025-01-28T16:56:31Z,KSTRL11,"35.068523,-118.159691",0,22,309
1738083402,2025-01-28T16:56:42Z,KSTRL11,"35.068623,-118.160721",0,15,236
1738083414,2025-01-28T16:56:54Z,KSTRL11,"35.067883,-118.161102",0,15,160
1738083418,2025-01-28T16:56:58Z,KSTRL11,"35.067673,-118.160934",0,15,143
1738083423,2025-01-28T16:57:03Z,KSTRL11,"35.067394,-118.160637",0,16,135
1738083426,2025-01-28T16:57:06Z,KSTRL11,"35.067192,-118.160408",0,17,135
1738083430,2025-01-28T16:57:10Z,KSTRL11,"35.066963,-118.160103",0,18,132
1738083438,2025-01-28T16:57:18Z,KSTRL11,"35.06646,-118.159485",0,20,135
1738083441,2025-01-28T16:57:21Z,KSTRL11,"35.066265,-118.159248",0,20,135
1738083443,2025-01-28T16:57:23Z,KSTRL11,"35.06609,-118.159035",0,20,135
1738083452,2025-01-28T16:57:32Z,KSTRL11,"35.06543,-118.158279",0,21,137
1738083461,2025-01-28T16:57:41Z,KSTRL11,"35.064835,-118.157547",0,23,135
1738083476,2025-01-28T16:57:56Z,KSTRL11,"35.063576,-118.156029",0,0,135
1738083483,2025-01-28T16:58:03Z,KSTRL11,"35.062923,-118.155243",0,26,135
1738083491,2025-01-28T16:58:11Z,KSTRL11,"35.06226,-118.154442",0,25,135
1738083498,2025-01-28T16:58:18Z,KSTRL11,"35.061596,-118.153641",0,25,135
1738083507,2025-01-28T16:58:27Z,KSTRL11,"35.061016,-118.152939",0,26,135
1738083516,2025-01-28T16:58:36Z,KSTRL11,"35.060074,-118.15181",0,25,135
1738083525,2025-01-28T16:58:45Z,KSTRL11,"35.059246,-118.150795",0,22,135
1738083535,2025-01-28T16:58:55Z,KSTRL11,"35.058582,-118.149979",0,18,135
1738083543,2025-01-28T16:59:03Z,KSTRL11,"35.058105,-118.149536",0,13,163
1738083563,2025-01-28T16:59:23Z,KSTRL11,"35.057625,-118.150711",0,0,270
1738083568,2025-01-28T16:59:28Z,KSTRL11,"35.057606,-118.151062",0,14,267
1738083587,2025-01-28T16:59:47Z,KSTRL11,"35.057606,-118.152138",0,0,264
1738083589,2025-01-28T16:59:49Z,KSTRL11,"35.057407,-118.152397",0,0,188
1738083599,2025-01-28T16:59:59Z,KSTRL11,"35.057152,-118.152237",0,6,157
1738083606,2025-01-28T17:00:06Z,KSTRL11,"35.057106,-118.152023",0,5,157
1738083615,2025-01-28T17:00:15Z,KSTRL11,"35.05711,-118.151779",0,4,157
